GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MLSkillsSelect,EmployerIndustry,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,JobSatisfaction,CompensationUSD
Male,Japan,36.0,Software Developer/Software Engineer,Python,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",CRM/Marketing,70.0,10.0,0.0,10.0,10.0,0.0,3,63756.0
Male,Australia,55.0,Other,C/C++/C#,Professional degree,Time Series,Government,0.0,20.0,80.0,0.0,0.0,0.0,7,112323.40000000001
Male,Colombia,29.0,Data Analyst,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,30.0,20.0,10.0,20.0,20.0,0.0,7,2052.0
Female,United States,41.0,Machine Learning Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),CRM/Marketing,60.0,20.0,5.0,10.0,5.0,0.0,6,95000.0
Female,Canada,23.0,Scientist/Researcher,Python,Master's degree,,Academic,0.0,0.0,10.0,15.0,65.0,10.0,7,17695.289303999998
Male,Colombia,44.0,Other,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Academic,50.0,20.0,15.0,10.0,5.0,0.0,7,34200.0
Male,China,28.0,Software Developer/Software Engineer,Matlab,Bachelor's degree,"Natural Language Processing,Recommendation Engines",Technology,90.0,5.0,5.0,0.0,0.0,0.0,5,97920.0
Male,United States,25.0,Data Scientist,R,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,40.0,10.0,0.0,30.0,20.0,0.0,3,22000.0
Male,United States,21.0,Software Developer/Software Engineer,Python,Bachelor's degree,,Insurance,80.0,0.0,0.0,20.0,0.0,0.0,8,72000.0
Male,Australia,30.0,Data Analyst,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Financial,40.0,20.0,10.0,20.0,10.0,0.0,8,77824.07
Male,Other,38.0,Researcher,R,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series",Academic,20.0,40.0,20.0,20.0,0.0,0.0,6,784.992
Male,Australia,74.0,Scientist/Researcher,Stata,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,20.0,15.0,5.0,20.0,40.0,0.0,10,112323.40000000001
Male,United States,26.0,Data Scientist,Python,Master's degree,"Computer Vision,Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Time Series",Technology,50.0,15.0,15.0,10.0,10.0,0.0,7,100000.0
Male,United States,25.0,Data Scientist,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,35.0,20.0,20.0,10.0,15.0,0.0,9,125000.0
Male,Mexico,39.0,Machine Learning Engineer,Other,Professional degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)",Academic,5.0,95.0,0.0,0.0,0.0,0.0,4,6205.54
Male,Iran,25.0,Engineer,C/C++/C#,Bachelor's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Unsupervised Learning",Financial,10.0,50.0,30.0,5.0,5.0,0.0,9,23999.999999999996
Male,Australia,33.0,Data Analyst,Python,Doctoral degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Government,70.0,15.0,2.0,8.0,5.0,0.0,9,100288.75000000001
Male,France,37.0,Machine Learning Engineer,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Manufacturing,30.0,30.0,0.0,10.0,30.0,0.0,9,51420.518000000004
Male,New Zealand,28.0,Data Scientist,R,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Telecommunications,60.0,10.0,10.0,15.0,5.0,0.0,8,83697.115
Male,Other,36.0,Machine Learning Engineer,Python,Master's degree,"Computer Vision,Natural Language Processing,Recommendation Engines",Government,20.0,50.0,10.0,10.0,10.0,0.0,8,60810.00000000001
Male,United States,28.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Insurance,50.0,30.0,5.0,5.0,10.0,0.0,8,115000.0
Female,United States,23.0,Business Analyst,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis",Hospitality/Entertainment/Sports,5.0,10.0,30.0,15.0,40.0,0.0,6,70000.0
Male,Germany,32.0,Business Analyst,R,Master's degree,,Retail,50.0,0.0,10.0,30.0,10.0,0.0,1,39462.258
Male,Singapore,29.0,Scientist/Researcher,Python,Doctoral degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,10.0,60.0,10.0,10.0,10.0,0.0,10,44555.340000000004
Male,Switzerland,38.0,Researcher,Python,Doctoral degree,Other (please specify; separate by semi-colon),Academic,30.0,10.0,0.0,30.0,30.0,0.0,8,78253.65000000001
Male,India,30.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Natural Language Processing,Unsupervised Learning",Internet-based,50.0,20.0,10.0,20.0,0.0,0.0,8,24991.999999999996
Male,Czech Republic,26.0,Data Scientist,Python,Master's degree,Time Series,Financial,10.0,30.0,40.0,5.0,15.0,0.0,10,36656.0
Female,India,29.0,DBA/Database Engineer,Python,Bachelor's degree,,Pharmaceutical,0.0,0.0,80.0,0.0,20.0,0.0,7,18743.999999999996
Male,United States,39.0,Software Developer/Software Engineer,Python,Master's degree,"Machine Translation,Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,1.0,20.0,60.0,10.0,9.0,0.0,9,111000.0
Female,Spain,52.0,Data Scientist,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)",Mix of fields,70.0,20.0,0.0,10.0,0.0,0.0,2,0.0
Male,Netherlands,38.0,Data Analyst,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Government,15.0,5.0,20.0,20.0,20.0,20.0,9,71749.56
Male,Netherlands,37.0,Researcher,Python,Doctoral degree,"Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series",Financial,10.0,20.0,10.0,5.0,5.0,50.0,7,298956.5
Female,Kenya,25.0,DBA/Database Engineer,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series",Non-profit,55.0,10.0,10.0,20.0,5.0,0.0,6,845.23803
Male,India,30.0,Data Scientist,R,Master's degree,"Machine Translation,Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)",Financial,65.0,15.0,10.0,0.0,10.0,0.0,4,702.9
Male,United States,29.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Unsupervised Learning",Technology,20.0,40.0,20.0,10.0,10.0,0.0,10,160000.0
Female,South Korea,24.0,Researcher,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Manufacturing,40.0,10.0,0.0,20.0,30.0,0.0,7,53160.0
Male,Singapore,31.0,Data Scientist,Python,Master's degree,Supervised Machine Learning (Tabular Data),Technology,70.0,20.0,3.0,7.0,0.0,0.0,4,48268.285
Male,Spain,39.0,Other,Python,Master's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,45.0,5.0,0.0,45.0,5.0,0.0,5,62.182952
Male,Denmark,39.0,Software Developer/Software Engineer,Python,Doctoral degree,"Machine Translation,Natural Language Processing,Supervised Machine Learning (Tabular Data)",Government,77.0,5.0,15.0,3.0,0.0,0.0,7,96437.99999999999
Male,Other,30.0,Software Developer/Software Engineer,SQL,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Mix of fields,70.0,10.0,5.0,5.0,10.0,0.0,6,784.32
Male,Israel,36.0,Machine Learning Engineer,Python,Doctoral degree,Computer Vision,Retail,20.0,40.0,10.0,20.0,10.0,0.0,7,200000.0
Male,India,31.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,60.0,10.0,0.0,10.0,20.0,0.0,1,3904.9999999999995
Male,Ireland,35.0,Data Analyst,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Technology,30.0,0.0,20.0,20.0,30.0,0.0,6,100000.0
Male,United States,57.0,Machine Learning Engineer,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,70.0,10.0,0.0,20.0,0.0,0.0,7,130000.0
Male,Russia,24.0,Predictive Modeler,,Bachelor's degree,Time Series,Financial,0.0,0.0,0.0,0.0,0.0,0.0,8,7100.0160000000005
Male,Italy,33.0,Business Analyst,R,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Technology,20.0,40.0,0.0,20.0,20.0,0.0,7,49028.866
Male,India,46.0,Machine Learning Engineer,R,Doctoral degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Academic,30.0,50.0,0.0,20.0,0.0,0.0,7,2467.9599999999996
Male,Egypt,30.0,Engineer,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series",Telecommunications,60.0,10.0,0.0,20.0,10.0,0.0,6,8498.399999999998
Male,Russia,28.0,Software Developer/Software Engineer,Python,Professional degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,50.0,20.0,10.0,10.0,10.0,0.0,7,77264.88
Male,Canada,56.0,Scientist/Researcher,Python,Doctoral degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,0.0,100.0,0.0,0.0,0.0,0.0,9,123553.19999999998
Male,Italy,45.0,Software Developer/Software Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Government,0.0,0.0,0.0,80.0,20.0,0.0,6,65770.43000000001
Male,United States,29.0,Computer Scientist,,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Time Series",Insurance,25.0,25.0,0.0,25.0,25.0,0.0,7,57000.0
Male,Belgium,33.0,Data Scientist,R,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Pharmaceutical,15.0,15.0,10.0,30.0,30.0,0.0,8,137519.99000000002
Male,United Kingdom,48.0,Software Developer/Software Engineer,R,Master's degree,Supervised Machine Learning (Tabular Data),Manufacturing,50.0,10.0,5.0,20.0,15.0,0.0,7,50319.144
Male,United States,57.0,Researcher,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)",Manufacturing,31.0,20.0,4.0,15.0,10.0,20.0,7,300000.0
Female,Canada,31.0,Statistician,R,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)",Other,25.0,25.0,15.0,15.0,20.0,0.0,10,61776.59999999999
Male,India,33.0,Machine Learning Engineer,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Mix of fields,40.0,30.0,15.0,5.0,10.0,0.0,6,24054.8
Male,Spain,,Data Scientist,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Survival Analysis,Time Series",Mix of fields,70.0,20.0,0.0,10.0,0.0,0.0,7,6880.782804
Male,United States,36.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Unsupervised Learning",Other,75.0,0.0,0.0,25.0,0.0,0.0,4,75000.0
Male,Japan,36.0,Business Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Financial,70.0,10.0,5.0,5.0,10.0,0.0,3,81972.0
Male,France,33.0,Scientist/Researcher,Python,Doctoral degree,"Computer Vision,Time Series,Unsupervised Learning",Academic,30.0,20.0,20.0,10.0,20.0,0.0,8,41853.91
Male,Netherlands,35.0,Data Analyst,R,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,10.0,35.0,15.0,20.0,20.0,0.0,7,89686.95
Male,United States,44.0,Other,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Unsupervised Learning",Internet-based,50.0,20.0,10.0,10.0,10.0,0.0,7,265.0
Male,Australia,43.0,Statistician,Python,Doctoral degree,Computer Vision,Government,40.0,20.0,10.0,10.0,20.0,0.0,3,136392.7
Male,United States,38.0,Data Scientist,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Internet-based,50.0,10.0,10.0,10.0,20.0,0.0,0,200000.0
Male,Brazil,30.0,Data Scientist,Python,Master's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Internet-based,60.0,15.0,10.0,10.0,5.0,0.0,9,35348.5
Female,United States,29.0,Predictive Modeler,Python,Master's degree,Supervised Machine Learning (Tabular Data),Government,10.0,40.0,30.0,10.0,10.0,0.0,9,65000.0
Female,United States,46.0,Data Scientist,SAS,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Other,30.0,20.0,0.0,20.0,30.0,0.0,9,150000.0
Male,Other,36.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",CRM/Marketing,40.0,20.0,5.0,20.0,15.0,0.0,7,60000.0
Male,Turkey,33.0,Machine Learning Engineer,SQL,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Technology,10.0,50.0,40.0,0.0,0.0,0.0,6,15000.0
Male,Italy,30.0,Scientist/Researcher,Python,Doctoral degree,Supervised Machine Learning (Tabular Data),Academic,20.0,40.0,10.0,10.0,20.0,0.0,7,47833.04
Male,Other,35.0,Data Scientist,Python,I did not complete any formal education past high school,"Adversarial Learning,Computer Vision,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,40.0,20.0,0.0,5.0,10.0,25.0,8,23127.264
Female,United States,28.0,Data Analyst,SQL,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Insurance,20.0,5.0,0.0,25.0,50.0,0.0,1,92500.0
,United Kingdom,37.0,Data Scientist,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,55.0,10.0,5.0,15.0,15.0,0.0,7,49921.887599999995
Male,Argentina,32.0,Data Miner,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Internet-based,30.0,30.0,20.0,10.0,10.0,0.0,7,30390.88
Male,Other,42.0,Business Analyst,R,Master's degree,Time Series,Telecommunications,40.0,20.0,0.0,30.0,10.0,0.0,8,40000.0
Male,China,26.0,Data Analyst,,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series",Internet-based,40.0,10.0,0.0,20.0,30.0,0.0,8,40000.0
Male,United States,63.0,Scientist/Researcher,Matlab,Doctoral degree,"Computer Vision,Speech Recognition",Government,20.0,10.0,0.0,60.0,10.0,0.0,8,200000.0
Female,Canada,43.0,Software Developer/Software Engineer,R,Master's degree,Supervised Machine Learning (Tabular Data),Technology,10.0,60.0,5.0,10.0,15.0,0.0,7,0.0
Male,United States,57.0,Engineer,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Mix of fields,50.0,15.0,5.0,10.0,10.0,10.0,8,185000.0
Male,Canada,45.0,Software Developer/Software Engineer,Python,Master's degree,,Retail,70.0,5.0,25.0,0.0,0.0,0.0,8,84839.86399999999
Male,Japan,28.0,Data Analyst,Python,Master's degree,"Time Series,Unsupervised Learning",Technology,80.0,15.0,0.0,5.0,0.0,0.0,3,40986.0
Male,United States,25.0,Software Developer/Software Engineer,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Insurance,60.0,0.0,0.0,20.0,20.0,0.0,10,91000.0
Female,India,23.0,Software Developer/Software Engineer,C/C++/C#,Bachelor's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Technology,60.0,20.0,5.0,10.0,5.0,0.0,10,1561.9999999999998
Male,United States,29.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Internet-based,60.0,10.0,5.0,10.0,15.0,0.0,9,155000.0
Male,United States,24.0,Data Scientist,Python,Master's degree,Supervised Machine Learning (Tabular Data),Technology,60.0,20.0,10.0,5.0,5.0,0.0,9,120000.0
Male,Other,38.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Pharmaceutical,20.0,50.0,20.0,10.0,0.0,0.0,8,20000.0
Male,Nigeria,29.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series",Mix of fields,50.0,35.0,5.0,10.0,0.0,0.0,7,669.12
Female,Ukraine,25.0,DBA/Database Engineer,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,50.0,25.0,10.0,5.0,10.0,0.0,4,4604.16
Male,Taiwan,46.0,Computer Scientist,Python,Bachelor's degree,Time Series,Manufacturing,40.0,10.0,10.0,30.0,10.0,0.0,10,59947.2
Male,Netherlands,32.0,Software Developer/Software Engineer,Python,Doctoral degree,Supervised Machine Learning (Tabular Data),Technology,40.0,30.0,0.0,20.0,10.0,0.0,6,83707.82
Male,Russia,34.0,Machine Learning Engineer,Python,Doctoral degree,"Computer Vision,Natural Language Processing,Unsupervised Learning,Other (please specify; separate by semi-colon)",Technology,30.0,50.0,0.0,20.0,0.0,0.0,8,52206.0
Male,China,25.0,Machine Learning Engineer,Python,Master's degree,"Natural Language Processing,Recommendation Engines",Mix of fields,40.0,30.0,10.0,10.0,10.0,0.0,4,33660.0
Male,India,22.0,Data Analyst,R,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,60.0,20.0,0.0,10.0,10.0,0.0,7,15619.999999999998
Male,China,31.0,Data Analyst,Python,Doctoral degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,30.0,40.0,20.0,10.0,0.0,0.0,3,30600.0
Male,Egypt,28.0,Other,SQL,Bachelor's degree,Recommendation Engines,Other,5.0,10.0,5.0,50.0,30.0,0.0,5,1000.0
Male,Australia,24.0,Other,Python,Bachelor's degree,Recommendation Engines,Telecommunications,50.0,40.0,10.0,0.0,0.0,0.0,8,80231.00000000001
Male,Australia,28.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Retail,55.0,10.0,15.0,15.0,5.0,0.0,7,111521.09000000001
Male,United States,60.0,Engineer,Matlab,Master's degree,,Military/Security,25.0,20.0,25.0,30.0,0.0,0.0,5,140000.0
Male,Australia,34.0,Data Analyst,Python,Doctoral degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Technology,20.0,10.0,10.0,30.0,30.0,0.0,9,128369.6
Male,United States,38.0,Data Scientist,R,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Government,70.0,3.0,2.0,10.0,15.0,0.0,6,137500.0
Male,Canada,35.0,Data Scientist,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",CRM/Marketing,70.0,10.0,10.0,5.0,5.0,0.0,5,87310.92799999999
Male,Singapore,33.0,Predictive Modeler,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Financial,10.0,50.0,10.0,5.0,25.0,0.0,7,100000.0
Male,India,,Software Developer/Software Engineer,R,Master's degree,Outlier detection (e.g. Fraud detection),Manufacturing,25.0,25.0,20.0,30.0,0.0,0.0,8,42173.99999999999
Male,United Kingdom,26.0,Data Scientist,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Technology,40.0,30.0,20.0,7.0,3.0,0.0,9,47008.674
Female,United Kingdom,30.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,30.0,20.0,10.0,20.0,20.0,0.0,9,56940.083999999995
Male,Pakistan,34.0,Machine Learning Engineer,Matlab,Doctoral degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Military/Security,50.0,30.0,10.0,5.0,5.0,,3,18952.0
Male,United States,27.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,30.0,10.0,0.0,40.0,20.0,0.0,6,138000.0
Male,Nigeria,27.0,Data Scientist,Python,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Government,50.0,5.0,30.0,5.0,10.0,0.0,8,13000.0
Male,United States,45.0,Researcher,R,Doctoral degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Academic,60.0,10.0,0.0,20.0,10.0,0.0,9,63000.0
Male,United States,39.0,Scientist/Researcher,Matlab,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Manufacturing,40.0,40.0,0.0,10.0,10.0,0.0,8,100000.0
Male,Norway,34.0,Scientist/Researcher,R,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Academic,40.0,20.0,5.0,20.0,15.0,0.0,8,82876.3
Male,Brazil,29.0,Software Developer/Software Engineer,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Other,40.0,10.0,40.0,0.0,10.0,0.0,9,33741.75
Male,India,22.0,Software Developer/Software Engineer,Python,Professional degree,Supervised Machine Learning (Tabular Data),Technology,80.0,0.0,10.0,0.0,10.0,0.0,4,2967.7999999999997
"Non-binary, genderqueer, or gender non-conforming",United States,48.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Other,60.0,15.0,3.0,5.0,12.0,5.0,7,200000.0
Male,Brazil,33.0,Data Scientist,Python,Master's degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,50.0,10.0,20.0,10.0,10.0,0.0,7,53986.8
Male,Brazil,28.0,Data Analyst,Scala,Bachelor's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Pharmaceutical,60.0,5.0,20.0,5.0,10.0,0.0,10,31492.300000000003
Female,United Kingdom,34.0,Other,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,5.0,15.0,20.0,20.0,40.0,0.0,9,198628.19999999998
Female,United States,35.0,Data Scientist,Python,Master's degree,"Recommendation Engines,Unsupervised Learning",Hospitality/Entertainment/Sports,60.0,5.0,20.0,10.0,5.0,0.0,10,120000.0
Male,Belgium,48.0,Scientist/Researcher,Python,Doctoral degree,Time Series,Academic,30.0,20.0,0.0,20.0,0.0,30.0,7,107624.34000000001
Male,United States,43.0,Predictive Modeler,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Other,45.0,15.0,1.0,10.0,29.0,0.0,8,113000.0
Male,Canada,29.0,Scientist/Researcher,Python,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,40.0,25.0,0.0,25.0,10.0,0.0,7,41184.399999999994
Female,Philippines,26.0,Statistician,R,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Financial,30.0,20.0,10.0,10.0,30.0,0.0,8,1178.22
Male,Mexico,,Data Scientist,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning",Technology,30.0,30.0,5.0,10.0,25.0,0.0,8,13539.36
Female,United States,50.0,Business Analyst,R,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Non-profit,60.0,25.0,5.0,5.0,5.0,0.0,6,150000.0
A different identity,Japan,68.0,Other,Python,Doctoral degree,"Natural Language Processing,Recommendation Engines,Time Series,Unsupervised Learning",Financial,60.0,25.0,0.0,0.0,15.0,0.0,10,182160.0
Male,United States,43.0,Programmer,R,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Mix of fields,60.0,10.0,10.0,10.0,10.0,0.0,7,60000.0
Male,Brazil,30.0,Programmer,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,50.0,10.0,10.0,30.0,0.0,0.0,8,16710.2
Male,India,38.0,Scientist/Researcher,Python,Doctoral degree,"Machine Translation,Natural Language Processing,Recommendation Engines,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,20.0,20.0,20.0,20.0,20.0,0.0,7,51545.99999999999
Male,India,39.0,Scientist/Researcher,Python,Professional degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Military/Security,30.0,35.0,5.0,0.0,30.0,0.0,1,39049.99999999999
Female,Australia,39.0,Researcher,Java,Doctoral degree,Supervised Machine Learning (Tabular Data),Academic,30.0,30.0,0.0,10.0,30.0,0.0,7,104300.30000000002
Male,Japan,31.0,Machine Learning Engineer,Python,Master's degree,Computer Vision,Manufacturing,30.0,30.0,20.0,20.0,0.0,0.0,8,50000.0
Male,Other,46.0,Software Developer/Software Engineer,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Technology,50.0,15.0,5.0,20.0,10.0,0.0,8,53812.170000000006
Male,Japan,40.0,Scientist/Researcher,Python,Doctoral degree,Natural Language Processing,Academic,20.0,50.0,10.0,10.0,10.0,0.0,8,72864.0
Female,Turkey,24.0,Data Analyst,Python,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Manufacturing,35.0,30.0,20.0,10.0,5.0,0.0,8,2334.2400000000002
Male,Germany,41.0,Scientist/Researcher,Python,Doctoral degree,"Computer Vision,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,20.0,30.0,20.0,20.0,10.0,0.0,6,83707.82
Male,Other,47.0,Computer Scientist,Python,Doctoral degree,Recommendation Engines,Academic,40.0,20.0,10.0,20.0,10.0,0.0,8,1275.0
Male,France,38.0,Data Scientist,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning",Technology,35.0,25.0,5.0,10.0,25.0,0.0,6,52616.344000000005
